PSYC2120,Introduction to Cognitive Science,"This course is an introduction to the new and quickly growing field of Cognitive Science which studies the various aspects of cognition, including reasoning, learning, memory, and perception and action. Cognitive Science is a highly interdisciplinary field of study at the intersection of philosophy, psychology, computer science, linguistics, neuroscience, and anthropology, and the course hosts a number of guest lectures given by experts in these respective fields."
PSYC2310,Research Methods and Statistics I,"This course, the first in a two-course sequence, provides an introduction to basic methods of behavioral and social science research, including experimental, quasi-experimental, and non-experimental research designs, psychometric considerations (e.g., reliability, validity, control, importance, levels of measurement), approaches to data collection and analysis, and communication of results. Students will demonstrate their understanding of the topics covered by writing a detailed research proposal formatted according to American Psychological Association (APA) guidelines.  Students will also gain experience in using a selection of parametric (e.g., correlation, simple and multiple regression, ANOVA) and non-parametric (e.g., Chi-square, Mann-Whitney U, Wilcoxon T, Kruskal-Wallis, Friedman's ANOVA) statistical procedures. Data analysis will be carried out using R, an open-source programming language for statistical calculation and graphics, and R-Studio, an open-source integrated development environment for R.   PSYC 1200 or COGS 2120 or permission of instructor."
PSYC2730,Social Psychology,"This is a survey course covering theories, methods, and empirical research on personal and situational factors influencing social behavior. Topics covered include social perception, the construction of social reality, decision making, group influences on behavior, and attitudes. This is a communication-intensive course.Prerequisite: PSYC 1200."
PSYC2960,Gauge Theory Higher Cognition,
PSYC4110,Motivation and Performance,"This course encompasses a broad spectrum of theories concerned with the biological, psychological, and social components of motivation. Throughout the course, students relate theoretical issues to both recent research evidence and potential practical applications to enhance performance. Group projects, focus group discussions, and interactive guest speakers are used to establish links between theory and performance.Prerequisite:  PSYC 1200."
PSYC4200,Industrial and Organizational Psychology,"A broad introduction to the field of Industrial and Organizational Psychology. Topics covered include personnel selection, job analysis, training, performance appraisal, work-related attitudes, employee motivation, leadership, decision making, and organizational theory.Prerequisite:  PSYC 1200."
PSYC4320,Behavioral Neuroscience,
PSYC4330,Introduction to Cognitive Neuroscience,"This survey course is intended as an introduction to Cognitive Neuroscience. The topics covered will focus on exploring the neural underpinnings for cognitive processes, such as sensation, language, attention, motor control, executive functions, social communication, emotions, consciousness, and learning/memory. Basic aspects of nervous system function and neuroanatomy, brain development/evolution, structural and functional imaging techniques, and other research methods used in Cognitive Neuroscience will be discussed. PSYC 1200, PHIL/PSYC/COGS 2120, or permission of instructor. "
PSYC4350,Mathematical Methods in Psychological Science,"This course will provide students with a systematic overview of practical and important mathematical tools and skills used in modern psychological sciences. Students completing the course will gain experience using mathematical tools drawn from diverse fields including calculus, linear algebra, probability theory,  nonlinear optimization, and other closely related disciplines. Rather than providing complete coverage of each field or focusing on formal proofs, the goal will be to provide students with the essential elements necessary to understand and use these tools to solve current and outstanding problems in the field today. This class will be hands-on, using examples drawn from across the cognitive sciences. Students will also gain experience implementing mathematical models in the R programming language.PSYC 1200 and PSYC 4310 or COGS 2120 and CSCI 1100."
PSYC4370,Cognitive Psychology,"The focus of this course is on the flow of information from sensory input to retrieval from long-term memory. Within this framework, topics such as mnemonics, pattern recognition, attention, computer simulation, reasoning, and the relationship between culture and thought are discussed.PSYC 1200 or PHIL/PSYC/COGS 2120."
PSYC4400,Personality,"Modern theories of personality are presented and compared. Using these theories, students analyze the processes by which people cope with intrapsychic, interpersonal, and institutional demands. Evidence on adaptive processes from clinical, field, and laboratory studies is evaluated. This is a communication-intensive course.PSYC 1200."
PSYC4410,Sensation and Perception,"What are the processes that allow humans to detect information about their surroundings, recognize people and objects, and perceive depth and motion? This course will focus on the physiological and neural mechanisms underlying sensation (sight, hearing, and touch), the qualitative aspects of human perceptual experience, and how perception and action are interconnected. Color perception, object recognition, space and motion perception, and perception and action are all examined.PSYC 1200 or PHIL/PSYC 2120."
PSYC4430,Psychology of Mindfulness,"Mindfulness involves giving particular attention to our moment-to-moment experiences in a way that emphasizes observing, rather than judging or evaluating. There is empirical evidence of the many health benefits of mindfulness meditation, including the potential to produce fundamental changes in brain structure and epigenetic change. In this class, participants will discuss the historical and psychological foundations of mindfulness and empirical findings supporting its positive effects. Students will participate in structured exercises. This course is a very hands-on approach to mindfulness. Students will be required to practice mindfulness and meditation and develop their mindful skills.  "
PSYC4450,Learning,"The first half of this course is devoted to presentation of traditional theories of learning. Classical and operant conditioning and single-subject methodology are studied in depth. During the second half of the course, students apply their knowledge of operant conditioning principles in the context of a group-based field study.Prerequisite:  PSYC 1200."
PSYC4500,"Drugs, Society, and Behavior","This course is an exploration of the social and psychological effects of extensive use of pharmacological agents that are salient to daily behavior. There is an emphasis on the effects of addictive drugs such as alcohol, heroin, and cocaine.Prerequisite:  PSYC 1200."
PSYC4510,Cognitive Modeling,"Cognitive modeling investigates human cognition by developing computational systems that simulate cognitive processes. Cognitive modeling grew out of Cognitive Psychology and Artificial Intelligence. Cognitive models are used in a number of basic and applied domains including Human-Computer Interaction, Intelligent Tutoring Systems, Computer-Generated Forces, and Synthetic Characters. In this course, students will develop models in ACT-R (a unified theory of cognition) that simulate recent findings in cognitive psychology.Prerequisites: PSYC 1200 or PHIL/PSYC 2120 and CSCI 2300. Recommended: CSCI 4150 and/or PSYC 4370 or permission of instructor."
PSYC4610,Stress and the Brain,"This seminar course is a detailed examination of the mind-brain relationship, through study of the stress response. Stress is simply defined as any challenge to an individual's homeostasis, or balance. This course will explore the neurobiological underpinnings of the stress response, with particular focus on how stressors can alter perception, affective and cognitive processing in the individual, which can in turn feedback to alter the general health of the individual (body and mind/brain).  PSYC 1200 or permission of instructor"
PSYC4720,Abnormal Psychology,"The definition, history, major schools of thought, and models of the normal and abnormal personality are presented. Disorders are examined within the framework of D.S.M. and competing schools of thought. The description, etiology, treatment, including pharmacologic, and prevention of each of the disorders are considered. Illustrative cases are presented. Students write a paper on a topic, approved by the instructor, that focuses upon the impact of public policies on psychopathology.Prerequisite:  PSYC 1200."
PSYC4730,Positive Psychology,"Positive Psychology is the scientific study of human happiness, well-being, and strength of character. This course takes an empirical approach to helping individuals use the science of flourishing to enhance their lives. Resiliency, the ability to adapt to stress and adversity, will be emphasized. Students will learn about coping techniques of resiliency to effectively navigate through life situations.  General Psychology. "
PSYC4750,Forensic Psychology,"A practical introduction to the field of forensic psychology, a domain within psychology concerned with the production and application of psychological knowledge to the civil and criminal justice systems. This course explores the many ways in which psychological principles play an increasingly important role in influencing various processes and outcomes associated with the field of law.Prerequisite:  PSYC 4740."
PSYC4800,Sport Psychology Seminar,"This course expands on topics covered in Introduction to Sport Psychology. Students in the course will work in small groups to identify and read literature in a course-relevant area of their choice. In addition to weekly written progress reports, students will prepare a final report that must be presented orally in class.Prerequisite:  PSYC 1200, PSYC 2800, or permission of instructor. Maximum enrollment: 24."
PSYC4940,Readings in Psychology,An individually arranged independent study course under the supervision of a member of the Psychology Department. The topic is selected by consultation between student and faculty member.Prerequisite:  PSYC 1200 and/or permission of supervising faculty member.
PSYC4961,Principles Economic Mechanics,
PSYC4990,Undergraduate Thesis,"Students conduct original scholarly projects: original research, theoretical or analytical reviews of the literature, or computer simulations. Working either alone or in groups, students prepare written reports relating to this project, under the supervision of a faculty member. This is a communication-intensive course.Permission of a supervising faculty member."
STSH1110,"Science, Technology, and Society","An introduction to the social, historical, and ethical influences on modern science and technology. Cases include development of the atomic bomb, mechanization of the workplace, Apollo space program, and others. Readings are drawn from history, fiction, and social sciences; films and documentary videos highlight questions about the application of scientific knowledge to human affairs. The class is designed to give students freedom to develop and express their own ideas. This is a communication-intensive course."
STSH2940,Readings in Science and Technology Studies,With an individual faculty member on an agreed-upon topic.
STSH4250,Bioethics,"This course explores historical perspectives on bioethics through concrete cases and practical problems faced in the design and execution of some of the highest profile biomedical research and most consequential clinical decisions of the twentieth century. Topics include vaccine development; human radiation experiments; new genetic and reproductive technologies; right-to-die, death-with-dignity, and physician-assisted suicide; human experimentation, including prisoners, the sick, and the disabled; neuroethics; animal research; and emergent topics such as stem cell research, prenatal diagnostics, and genetic testing. This is a communication-intensive course.Prerequisites:  STSH/STSS 1110."
STSH4300,Sustainability Careers,
STSH4340,Environmental Philosophy,"While concepts such as quality of life, environment, nature, global ecology, and the like figure heavily in contemporary discussions, they are seldom integrated into an environmental philosophy. The course tries to achieve this integration by understanding some of the religious, mythic-poetic, and scientific dimensions of the human-nature matrix. Some specific environmental problems are examined to illustrate the system of values implied by various solutions.Prerequisite: junior or senior standing or permission of instructor."
STSH4400,"Medicine, Culture, and Society","This course is a sociological and anthropological exploration of health and illness. By the end of the course, students will have an overall picture of health fields, problems faced by patients and caregivers, medicine and health in non-Western societies, and the social shaping of disease and therapeutic choices. STSS 2520 Sociology."
STSH4430,Drugs in History,"This course teaches basic historical, anthropological, and sociological concepts that can be used to make sense of a wide variety of contemporary phenomena students encounter in everyday life. The focus is on analyzing how licit and illicit drugs serve as ""technologies"" within specific social contexts or subcultures; what drug policy reveals about social, political, and economic organization; and the impacts of biomedical knowledge and practice on specific population groups. The course focuses on the representation of drug use and drug users in popular culture, science and medicine, and history and the social sciences. This is a communication-intensive course.Prerequisite: 1000-level course (or higher) in STS."
STSH4530,History of Science and Technology,"What is science, what is technology, and how have these two fields of inquiry evolved over time? This course examines these questions by studying the history of various scientific fields and technologies. In addition to tracing the historical evolution of the topics studied, the course will consider how social, political, economic and cultural factors helped to shape -- and were in turn shaped by -- advances in science and technology. The course will also reflect upon the relationship between science and technology on the one hand, and ""progress"" on the other.IHSS 1420, IHSS 1430, STSH/S 1110, STSH 2500, STSS 2330, or permission of instructor."
STSH4700,Environmental Law,"This is an introduction to environmental law and policy, with emphasis on the practical use and application of legal concepts. Students will work to develop critical thinking and advocacy skills. Professionals who work with environmental issues need to effectively argue for a position. Therefore, class participation plays a significant role in this course. Students should come to class prepared to discuss, debate, and (re)consider. Effectively advocating for one point of view requires an understanding of other perspectives. One must approach every issue with an open mind and a willingness to engage on a legal and policy level rather than from a personal or political perspective. This objective detachment is one of the hardest and most crucial skills students will work to learn. Over the course of the semester, the class will feature guest speakers (dates and identities TBA). Assigned readings for the guest speakers will replace those on the syllabus for that day. Depending on student progress and interests, the readings may change.IHSS 1350 Law, Values, and Public Policy, STSS 2700 Law and Society, or STSS 2300 Environment and Society."
STSH4720,Consumer Culture,
STSH4800,Public Service and Social Justice,"This course offers an insight into public policy from the vantage point of the public or private sector: airport planning, architecture, banking, biological research, clinical psychology, computer science, consumer protection, corporate management, engineering, environmental planning, geology, local government, materials and mechanical engineering, noise pollution abatement, personnel management review, premedical, public finance and taxation, public health management, public relations, social work, state legislature, stock market, transportation planning, and urban planning."
STSH4940,Readings in Science and Technology Studies,With an individual faculty member on an agreed-upon topic.
STSH4970,Design and Innovation Senior Project,"Design and Innovation Senior Project serves as a capstone course for DSIS majors. Students work individually, supervised by a faculty member, to produce a written thesis. Class time largely operates as structured research and writing assistance, where students support one another with peer-review as well as receive one-on-one guidance from the instructor. This is a communication-intensive course.Prerequisites: ENGR 2020."
STSH6940,Readings in Science and Technology Studies,With an individual faculty member on an agreed-upon topic.
STSS1110,"Science, Technology, and Society","An introduction to the social, historical, and ethical influences on modern science and technology. Cases include development of the atomic bomb, mechanization of the workplace, Apollo space program, and others. Readings are drawn from history, fiction, and social sciences; films and documentary videos highlight questions about the application of scientific knowledge to human affairs. The class is designed to give students freedom to develop and express their own ideas. This is a communication-intensive course."
STSS2210,"Design, Culture, and Society","This course allows students to develop a critical understanding of the relationships between design, culture, and society. ""Design"" is defined broadly, touching on product/industrial design, urban design, and so-called alternative design approaches such as ecological and feminist design. The focus is on the role of design in contemporary culture with the goal of training students' emerging appreciation of design as cultural practice on their professional work as engineers, architects, or business managers. This is a communication-intensive course."
STSS2300,Environment and Society,"Society and the natural environment are crucially linked in a number of ways. Environmental problems such as pollution and natural resource depletion are not only problems for society, affecting the way people live their lives; they are also problems of society—the result of patterns of social organization and social practices. In this course, students will explore these society/environment interactions at various levels, from the local to the global, using the concepts and insights of environmental sociology. Environmental sociologists aim to understand the social origins of environmental problems and propose workable solutions to them. By showing how social interaction, institutions, and beliefs shape human behavior, environmental sociology provides a useful complement to the natural sciences in the analysis of the environmental problems faced today.Prerequisite: STSH 1110/STSS 1110 or permission of instructor."
STSS2520,Sociology,"A study of the principles and concepts of sociology and their application to the study of society and self. Students are introduced to the scope, materials, and methods of sociology. The issues and problems to be studied come from basic social institutions such as the family, science, and religion. Other topics may include love, crime, political economy, power, population growth, social class, and minority and ethnic relations."
STSS2700,Law and Society,"There ought to be a law. . .""  Law shapes people's lives in countless ways; it is everywhere. Law permits, prohibits, enables, legitimizes, protects, and prosecutes. Law is more than the written word, the ""black letter law."" People make the law—judges, attorneys, police officers, legislators, defendants, and plaintiffs. This course will explore the law's social, political, cultural, and historical aspects. Using an interdisciplinary approach, the course will examine how social theorists conceptualize and explain the relationship between law and society. Students will be exposed to the theoretical frameworks that are used to examine how the law shapes society, and society shapes the law, and develop an understanding of the social processes that affect the legal system. The course will advance students' capacity to think critically and communicate effectively about themes, concepts, and arguments surrounding the law and learn what law is; where it comes from; who creates it; and what roles it plays in shaping society. "
STSS2940,"Readings in Science and Technology Studies, Anthropology/Archaeology, History, Political Science, or Sociology",With an individual faculty member on an agreed-upon topic.
STSS4100,Pd2 Tech Issues & Solutions,
STSS4250,Bioethics,
STSS4280,Sustainability Education,"This course examines needs for and challenges of delivering environmental education in different settings. Students critically review existing environmental education curricula then design and deliver their own to K-12 students. The history of public education in the United States, factors shaping contemporary education, various approaches to environmental education, and the complex challenge of interdisciplinary curriculum design are examined. Students in the course develop and demonstrate their own educational and environmental values.Prerequisite: one 1000- or 2000-level STSH/S course."
STSS4300,Sustainability Careers,
STSS4350,Politics of Design,"A research seminar exploring the meaning of design in engineering, architecture, political theory, and other fields. How do social ideals and motives inspire design choices? To what extent does the design of human-made things shape the quality of public life? A variety of objects are studied: buildings, machines, artifacts in everyday use, computer programs, political constitutions, etc.Prerequisites: any 2000-level course in STS or permission of instructor."
STSS4400,"Medicine, Culture, and Society","This course is a sociological and anthropological exploration of health and illness. By the end of the course, students will have an overall picture of health fields, problems faced by patients and caregivers, medicine and health in non-Western societies, and the social shaping of disease and therapeutic choices. STSS 2520 Sociology."
STSS4430,Drugs in History,"This course teaches basic historical, anthropological, and sociological concepts that can be used to make sense of a wide variety of contemporary phenomena students encounter in everyday life. The focus is on analyzing how licit and illicit drugs serve as ""technologies"" within specific social contexts or subcultures; what drug policy reveals about social, political, and economic organization; and the impacts of biomedical knowledge and practice on specific population groups. Also a focus is the representation of drug use and drug users in popular culture, science and medicine, and history and the social sciences. This is a communication-intensive course.Prerequisite: 1000-level course (or higher) in STS."
STSS4500,Globalization and Development,"This course surveys the actors, processes, and proposed solutions to the problems of environment and development. The theory and practice of three main themes are explored: the background and context of environment in North and South; politics and economic development in the south; and the problems and prospects for sustainable societies in North and South.Prerequisite: STSS 2300 or permission of instructor."
STSS4530,History Of Sci & Tech,
STSS4560,"Gender, Science, and Technology","“Sex” is the biological distinction between being male and female. “Gender” is the social construction of masculinity and femininity. The purpose of this course is to explore if, and if so, how, science and technology reciprocally contribute to and are shaped by gender ideals and images. Gender is used as a tool for critical thinking about such topics as studies of sex differences, women in science and engineering, the environment, and war and peace.Prerequisite: STSH 1110/STSS 1110 or permission of instructor."
STSS4610,Design and Innovation  Studio C,"The sixth design studio for non-engineering majors participating in the interdisciplinary programs in Design and Innovation, this course introduces students to organizational dimensions of new concept design, development, and dissemination, including entrepreneurship, organization planning, product management, and branding and marketing. The course requires students to synthesize social, technical, business, and formal concerns in the design of innovative objects, environments, or systems.Prerequisite: ENGR 2020."
STSS4720,Consumer Culture,"What is consumer culture? What are its roots, its consequences, and alternatives? Documentaries and the research of anthropologists, historians, and religious scholars examine consumer culture in the United States and the United Kingdom including recognition of the global locations in which our consumer goods are made. Topics include buying and selling, shopping, retail, manufacture, material culture, pricing, consumer goods, disposal, kinship, identity, exchange, and advertising, with attention paid to differences in race, class, and gender.Prerequisite: any 1000- or 2000-level STS course or permission of instructor."
STSS4800,Public Service and Social Justice,"This course offers an insight into public policy from the vantage point of the public or private sector: airport planning, architecture, banking, biological research, clinical psychology, computer science, consumer protection, corporate management, engineering, environmental planning, geology, local government, materials and mechanical engineering, noise pollution abatement, personnel management review, premedical, public finance and taxation, public health management, public relations, social work, state legislature, stock market, transportation planning, and urban planning."
STSS4940,"Readings in Science and Technology Studies, Anthropology/Archaeology, History, Political Science, or Sociology",With an individual faculty member on an agreed-upon topic.
STSS4960,Environmental Media & Data,
STSS4961,History Of An American City,
STSS4962,Politics & Tech In The Us,
STSS4967,Pd 2: Tech Issues & Solutions,
STSS4970,Design and Innovation Senior Project,"Design and Innovation Senior Project serves as a capstone course for DSIS majors. Students work individually, supervised by a faculty member, to produce a written thesis. Class time largely operates as structured research and writing assistance, where students support one another with peer-review as well as receive one-on-one guidance from the instructor. This is a communication-intensive course.Prerequisites: ENGR 2020."
STSS4990,STS and Sustainability Senior Project,"Senior Project serves as a capstone course for all STS and Sustainability Studies majors. Students work individually, supervised by a faculty member, to produce a written thesis. Class time largely operates as structured research and writing assistance, where students support one another with peer-review as well as receive one-on-one guidance from the instructor. This is a communication-intensive course.STSS 4980."
STSS6940,Readings in Science and Technology Studies,With an individual faculty member on an agreed-upon topic.
STSS6960,Engineering Studies,
STSS6961,Infrastructure Studies,
STSS6962,Politics & Tech In The Us,
STSS6963,Community Engaged Sts,
STSS6970,Master’s Internship,
STSS6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
STSS9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S."
WRIT1110,Writing in Context," This course will help you experience the power of language and learn how to develop that power as you become more aware of your communicative choices. You will write for several genres, both formal and informal, creating each piece for a specific audience and purpose. You will learn to communicate effectively—orally, visually, and in writing—in a wide range of situations that will be crucial to success in your academic and professional careers.   "
WRIT2110,Strategic Writing,"This course is designed to assist students in becoming more self-possessed and versatile writers. The course offers instruction in linguistic, rhetorical, and sociocultural concepts through its overarching focus on language: how it works, where it falls short, and how to harness it for specific purposes. Critical thinking and composing are conceptualized as processes, which includes the creation, development, organization, and revision of ideas and arguments. Students will complete a series of writing assignments in order to participate in contemporary debates occurring in both public and academic contexts. This is a communication-intensive course. "
WRIT2310,Creative Writing: Poetry,"This course is for students with little or no previous creative writing experience; students must have a good command of written English and grammar. Readings introduce traditional, modern, and post-modern poetic practice emphasizing imagery, figurative language, voice, line, and other formal aspects of poetry. Notebooks track development of student writing from reading exemplary texts to drafting revision of original poems. Writing workshop format includes analysis of published poems and peer discussion and critique of student work. For final projects, students create chapbooks, thematically sequenced poetry collections. This is a communication-intensive course."
WRIT2320,Creative Writing: Creative Non-Fiction,"This is a workshop course in which novice and more experienced student writers produce creative nonfiction-prose that aims to be both factually accurate and compelling literature; students must have a good command of written English and grammar. Focus may vary by semester among memoir, lyric and personal essays, plotted narrative, oral history, and nature writing. For models, students study classic and contemporary accomplished writers who connect the self to the larger world. Class work centers on drafting and revising essays with regular peer workshops. This is a communication-intensive course. "
WRIT2330,Creative Writing:  The Short Story,"A workshop course in reading and writing varied forms of short narrative and non-narrative prose fiction; students must have a good command of written English and grammar. This course will focus on reading and analyzing exemplary short fiction and writing and revising original work. Students learn to develop plot, character, setting, point of view, style, and theme, and use description effectively to invent and shape narrative strategies. Peer reading and writing groups offer opportunities for shared response and critique. This is a communication-intensive course. "
WRIT2340,Speech Communication,"This course focuses on developing public speaking skills and critical listening abilities. Guided by rhetorical theory, theories of persuasion, and argumentation theory, students prepare several oral presentations, engage in extemporaneous speaking exercises, and criticize other performances. This is a communication-intensive course."
WRIT4380,Writing And Response,
WRIT4410,Research Writing,"In this class, students will write on topics from their major discipline and investigate the kinds of texts that professionals in their field produce. They will identify and explore research questions, use discipline-specific library databases, and write research reports. In addition, they will develop effective note-taking and research skills and learn strategies for effective prose style. This is a communication-intensive course."
WRIT6380,Writing And Response,
WRIT6410,Research Writing,"In this class, students will write on topics from their major discipline and investigate the kinds of texts that professionals in the field produce. They will identify and explore research questions, use discipline-specific library databases, and write research reports. In addition, students will develop effective note-taking and research skills and learn strategies for effective prose style."
BMED2100,Biomaterials Science and Engineering,"Presents structure-property relationships of implant materials including metals, polymers, ceramics, and composites, with an emphasis on mechanical and surface properties in the broader context of implant design. Biological performance of biomaterials, case studies of traditional implants—as well as emerging, tissue-engineered materials— are emphasized."
BMED2300,Bioimaging and Bioinstrumentation,"This course serves as an introduction to biomedical instrumentation and imaging with focus on the acquisition and monitoring of vital signals. Basic principles for the selection and appropriate use of instruments for solving bioengineering and medical problems such as microscopy, magnetic resonance imaging, and ultrasounds, among others are addressed. PHYS 1200."
BMED2540,Biomechanics,"Application of mechanics to the study of normal, diseased, and traumatized musculo-skeletal system. Areas covered include determination of joint and muscle forces, mechanical properties of biological tissues, and structural analysis of bone-implant systems. Case studies are discussed to illustrate the role of biomechanics and biomaterials in the design of implants.Prerequisite: ENGR 1100."
BMED2940,Studies in Biomedical Engineering,
BMED4010,Biomedical Engineering Laboratory,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, bipotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties.Corequisite:  BMED 4200 or permission of instructor. Prerequisites: BMED 2100, BMED 2300, and BMED 2540"
BMED4120,Investigative Medicine II,"Students will be exposed to several clinical experiences at a level typically found in college graduates/post graduates who are entering medical school.BIOL 4110 Investigative Medicine I or BMED 4110 Investigative Medicine I. Restricted to 3rd Year RPI students who are in the combined B.S./M.D. Physician Scientist Program with Albany Medical College or 4th Year RPI students who are in the B.S./M.D. Physician Engineer Program with Albany Medical College. 
 "
BMED4130,Biomedical Research,"Independent research in health sciences, supervised by a faculty member, for the purpose of developing research skills. Such skills include defining a research project, both as a written and oral exercise for a scientific and general audience, and gathering preliminary research data enabling both a written and oral description of the project in the form of a research proposal and an oral defense. This is a communication-intensive course.Restricted to 3rd Year RPI students who are in the combined B.S./M.D. Physician Scientist Program with Albany Medical College or 4th Year RPI students who are in the B.S./M.D. Physician Engineer Program with Albany Medical College. "
BMED4200,Modeling of Biomedical Systems,"Introduction of mathematical and computational methods to model physiological systems in biomedical engineering. Mathematical methods include solution techniques for systems of algebraic equations, systems of partial and partial differential equations. Computational methods include finite difference, finite element, and lumped parameter methods. Computational methods are programmed using commercial programming software.  Prerequisites: MATH 2010, PHYS 1200. Corequisite: CSCI 1100 or CSCI 1190."
BMED4260,Biomedical Product Development and Commercialization,"Students are introduced to the major biomedical industries, markets, and stakeholders, with an emphasis on biomedical devices. Market drivers and hurdles are covered including regulatory, intellectual property, and reimbursement. The interactive class format includes case studies and industry experts providing a practical perspective. Students select topic areas for design projects and begin work toward the goal of developing functional design solutions to practical biomedical problems.Prerequisites: Senior BME status and ENGR 2050."
BMED4280,Biomechanics of Soft Tissues,"Application of continuum mechanics in modeling the biomechanical behavior of nonmineralized tissues such as tendons, ligaments, skin, cartilage, blood vessels, etc. Topics include structure of collagen, elastin, proteoglycans, and other tissue components, nonlinear elastic models (including Fung's pseudoelasticity approach and strain energy functions), linear viscoelasticity, Fung's quasilinear viscoelasticity, hereditary integral formulation of constitutive equations, and introduction to mixture theory.Prerequisites: BMED 2540 Biomechanics or ENGR 2530 Strength of Materials"
BMED4410,BioMEMs,"This course discusses state-of-the-art techniques in patterning biomolecules, biosensors, machining three-dimensional microstructures, and building microfluidic devices (Lab-on-a-Chip). Seminal and current literature will be used to discuss topics in BioMEMs ranging from device fabrication to applications in cell biology and medicine. Students cannot get credit for both BMED 4410 and BMED 6410.Junior/senior standing."
BMED4440,Biophotonics,"Biophotonics, or biomedical optics, is a newly developing field, dealing with the application of optical science and technology to biomedical problems, including clinical applications. The course introduces students to the fundamentals in modern and classical optics, light-matter interaction and provides them with a broad overview of current topics and contemporary research in the area of optics and lasers in medicine and biology.Prerequisite: PHYS 1200."
BMED4460,Biological Imaging Analysis,"Survey of image analysis applications in biology and biotechnology; introduction to biological microscopy and selected biomedical imaging systems; image reconstruction and pre-processing; grayscale and geometric corrections; image segmentation; blob analysis, cell/colony counting, and cell morphometry; vessel and neuron tracing algorithms with applications to neurobiology and medicine; feature extraction, pattern analysis, cluster analysis and classification; image registration algorithms with applications to mosaicing, spatial referencing, motion estimation, and change detection.Prerequisites: BMED 2300."
BMED4480,Biomedical Data Science,"Introduction of multivariate statistical methods to model and analyze recorded data from physiological systems in biomedical engineering. Statistical approaches related to applied multivariate statistics, classification and regression. Associated linear methods include principal component analysis, Fisher discriminant analysis, partial least squares, canonical correlation analysis and their nonlinear counterparts. Descriptive tools include scatter diagrams, Hotelling's T2 statistics and contribution plots. The course has a strong emphasis on biomedical applications.Prerequisities: MATH 2010 and ENGR 2600."
BMED4500,Advanced Systems Physiology,"Applications of control theory and systems techniques to physiology. Emphasis is on entire systems and their interactions rather than isolated phenomena. Areas covered include cardiac, respiratory, renal, and gastrointestinal systems. Includes laboratory on the application of engineering techniques in the study of physiological systems. This course is taught at Albany Medical Center and enrollment is limited to BME students.Prerequisite: BIOL 2120 or equivalent."
BMED4510,Mechanobiology,
BMED4600,Biomedical Engineering Design,A guided approach to development of design skills. Students work individually and in teams to tackle a biomedical design problem using methods drawn as necessary from engineering and from the physical and mathematical sciences. Discussion sessions involve students in presentations of work. This is a communication-intensive course.Prerequisite: BMED 4260 or permission of instructor.
BMED4650,Intro to Cell and Tissue Engineering,"The principles and practice of tissue engineering are taught in this course. The principles underlying strategies for employing selected cells, biomaterial scaffolds, soluble regulators or their genes, and biomechanical loading and culture conditions, for the regeneration of tissues and organs in vitro and in vivo are addressed.  Bioreactors, enabling technology and biomimetic approach for fabricating tissue-engineered products and devices for implantation are taught. Prerequisites: a basic course in mechanics (ENGR 2530 or BMED 2540), and a basic course in transport phenomena or fluid dynamics (ENGR 2250 or equivalent), or permission of instructor."
BMED4660,Muscle Mechanics and Modeling,"This graduate/advanced undergraduate hybrid course examines the structural and physiologic properties of muscle, as well as its force production and overall biomechanical function. Muscle structure and function will be explored at the protein, single fiber, and whole tissue levels. Discussions will focus primarily on skeletal muscle, and topics will include muscle morphology, cross-bridge theory, molecular motor and actomyosin interaction, Hill-type and Huxley-type models, electromyography, fatigue, muscle inhibition, history-dependent phenomena, in vitro and in vivo muscle function, and the response to injury. Each topic will be introduced and developed utilizing seminal articles in the literature as well as excerpts from texts and further discussion on current problems and state-of-the-art experimental techniques will draw on the current scientific literature.Senior standing or permission of instructor."
BMED4940,Studies in Biomedical Engineering,
BMED4960,Topics in Biomedical Engineering,
BMED4962,Bme Seminar,
BMED6280,Biomechanics of Soft Tissues,"Application of continuum mechanics in modeling the biomechanical behavior of nonmineralized tissues such as tendons, ligaments, skin, cartilage, blood vessels, and nervous tissue. Topics include structure of collagen, elastin, proteoglycans, and other tissue components, nonlinear elastic models, linear and quasilinear viscoelasticity, and introduction to mixture theory."
BMED6410,BioMEMs,"This course discusses state-of-the-art techniques in patterning biomolecules, biosensors, machining three-dimensional microstructures and building microfluidic devices (Lab-on-a-Chip). Seminal and current literature will be used to discuss topics in BioMEMs ranging from device fabrication to applications in cell biology and medicine. Students cannot get credit for both BMED 4410 and BMED 6410."
